Customer ID,Recency,Frequency,MonetaryValue,R,F,M,ExpectedRevenue
12635.0,200 days 00:00:00.000000000,78,1241.23,2,3,3,683.6399999999998
12637.0,47 days 00:00:00.000000000,381,4599.4100000000035,3,4,4,662.35
12643.0,28 days 00:00:00.000000000,28,4113.299999999999,4,2,4,1932.7199999999998
12644.0,238 days 00:00:00.000000000,33,572.4500000000002,1,2,2,477.9100000000001
12645.0,27 days 00:00:00.000000000,82,1716.2800000000004,4,3,4,511.95999999999987
12647.0,7 days 00:00:00.000000000,265,8308.119999999995,4,4,4,584.3999999999999
12648.0,242 days 00:00:00.000000000,27,467.1500000000001,1,2,2,318.05
12649.0,20 days 00:00:00.000000000,67,1244.54,4,3,3,248.51000000000005
12653.0,104 days 00:00:00.000000000,59,2730.08,3,3,4,1430.75
12656.0,11 days 00:00:00.000000000,104,3014.4100000000008,4,4,4,1139.3700000000003
12662.0,47 days 00:00:00.000000000,190,3232.7,3,4,4,1309.2600000000002
12664.0,40 days 00:00:00.000000000,13,1942.6600000000003,3,1,4,653.9
12669.0,56 days 00:00:00.000000000,71,1136.3000000000004,3,3,3,471.43
12674.0,15 days 00:00:00.000000000,17,586.74,4,1,2,360.06
12676.0,68 days 00:00:00.000000000,82,2149.1,3,3,4,290.65
12678.0,57 days 00:00:00.000000000,149,11340.040000000006,3,4,4,4290.219999999999
12681.0,6 days 00:00:00.000000000,874,17557.930000000004,4,4,4,1821.6500000000003
12682.0,0 days 00:00:00.000000000,468,10108.089999999986,4,4,4,2942.6300000000006
12683.0,19 days 00:00:00.000000000,209,5190.17,4,4,4,1800.3100000000002
12684.0,5 days 00:00:00.000000000,44,917.0999999999999,4,3,3,462.38
12691.0,126 days 00:00:00.000000000,22,540.8,2,2,2,150.1
12693.0,19 days 00:00:00.000000000,75,1425.2299999999998,4,3,3,215.19000000000003
12694.0,223 days 00:00:00.000000000,47,969.7800000000003,1,3,3,439.49999999999994
12695.0,18 days 00:00:00.000000000,9,170.91,4,1,1,244.64999999999998
12700.0,23 days 00:00:00.000000000,63,1056.4299999999996,4,3,3,1056.62
12705.0,9 days 00:00:00.000000000,430,7908.110000000002,4,4,4,990.3199999999999
12708.0,8 days 00:00:00.000000000,150,2220.1399999999994,4,4,4,636.0599999999998
12709.0,22 days 00:00:00.000000000,213,12407.060000000007,4,4,4,2386.87
12710.0,9 days 00:00:00.000000000,44,718.9600000000004,4,3,3,52.95
12712.0,8 days 00:00:00.000000000,142,3362.1300000000006,4,4,4,1645.6
12714.0,14 days 00:00:00.000000000,297,6068.949999999998,4,4,4,1627.7799999999995
12717.0,53 days 00:00:00.000000000,31,609.74,3,2,2,371.23999999999995
12720.0,0 days 00:00:00.000000000,301,4179.029999999998,4,4,4,972.7299999999996
12721.0,54 days 00:00:00.000000000,156,2385.5199999999986,3,4,4,591.0899999999999
12724.0,140 days 00:00:00.000000000,87,1441.01,2,3,3,125.46000000000001
12726.0,22 days 00:00:00.000000000,95,2135.42,4,4,4,356.04
12727.0,77 days 00:00:00.000000000,126,2913.829999999999,3,4,4,793.0800000000002
12731.0,20 days 00:00:00.000000000,192,12188.350000000004,4,4,4,3094.16
12744.0,56 days 00:00:00.000000000,199,6956.63,3,4,4,3949.32
12747.0,6 days 00:00:00.000000000,132,4784.930000000001,4,4,4,677.9999999999999
12748.0,0 days 00:00:00.000000000,2783,21915.270000000193,4,4,4,3662.4099999999935
12749.0,8 days 00:00:00.000000000,221,3242.390000000001,4,4,4,1750.4499999999996
12753.0,35 days 00:00:00.000000000,146,12701.850000000004,3,4,4,3630.61
12757.0,8 days 00:00:00.000000000,85,587.8300000000002,4,3,2,1063.85
12758.0,84 days 00:00:00.000000000,127,4256.249999999999,3,4,4,1221.3999999999999
12759.0,83 days 00:00:00.000000000,139,2230.4200000000014,3,4,4,637.7199999999999
12763.0,177 days 00:00:00.000000000,16,320.08,2,1,2,174.0
12766.0,48 days 00:00:00.000000000,283,5903.219999999997,3,4,4,936.4799999999999
12775.0,11 days 00:00:00.000000000,53,1010.1599999999999,4,3,3,419.79999999999995
12778.0,67 days 00:00:00.000000000,63,982.91,3,3,3,84.0
12779.0,6 days 00:00:00.000000000,197,4559.240000000004,4,4,4,-53.91
12782.0,61 days 00:00:00.000000000,206,3758.0699999999983,3,4,4,515.72
12798.0,229 days 00:00:00.000000000,25,1533.8899999999996,1,2,4,1607.0399999999997
12802.0,250 days 00:00:00.000000000,64,1163.59,1,3,3,412.5799999999999
12808.0,176 days 00:00:00.000000000,26,422.44999999999993,2,2,2,151.95000000000002
12809.0,361 days 00:00:00.000000000,4,-22.25,1,1,1,484.36
12815.0,6 days 00:00:00.000000000,31,615.3599999999999,4,2,2,448.09999999999997
12818.0,69 days 00:00:00.000000000,14,1542.08,3,1,4,-24.2
12823.0,62 days 00:00:00.000000000,11,4177.0,3,1,4,229.5
12826.0,124 days 00:00:00.000000000,108,1554.9800000000002,2,4,4,114.91999999999999
12836.0,27 days 00:00:00.000000000,216,3741.2000000000003,4,4,4,451.13
12839.0,6 days 00:00:00.000000000,193,3308.310000000002,4,4,4,1287.92
12840.0,22 days 00:00:00.000000000,129,2730.670000000001,4,4,4,1148.8000000000002
12841.0,30 days 00:00:00.000000000,440,4902.099999999998,4,4,4,890.1800000000001
12843.0,21 days 00:00:00.000000000,112,3357.92,4,4,4,1043.75
12844.0,250 days 00:00:00.000000000,30,199.60999999999999,1,2,1,174.88000000000002
12853.0,22 days 00:00:00.000000000,98,2296.4000000000015,4,4,4,1019.1000000000001
12864.0,316 days 00:00:00.000000000,4,152.45,1,1,1,147.12
12865.0,167 days 00:00:00.000000000,101,1735.0800000000008,2,4,4,981.3799999999995
12867.0,22 days 00:00:00.000000000,563,3933.44,4,4,4,613.9100000000002
12868.0,26 days 00:00:00.000000000,120,1795.7000000000005,4,4,4,248.06000000000006
12875.0,170 days 00:00:00.000000000,3,648.0,2,1,3,49.470000000000006
12877.0,8 days 00:00:00.000000000,118,1606.470000000001,4,4,4,377.19000000000017
12891.0,28 days 00:00:00.000000000,8,577.0,4,1,2,85.0
12901.0,5 days 00:00:00.000000000,51,7566.199999999999,4,3,4,3017.8299999999995
12908.0,120 days 00:00:00.000000000,4,636.0,2,1,3,432.0
12909.0,5 days 00:00:00.000000000,94,1834.85,4,3,4,-14.850000000000001
12910.0,5 days 00:00:00.000000000,69,2796.5200000000004,4,3,4,344.4
12915.0,180 days 00:00:00.000000000,42,559.7499999999999,2,3,2,164.0
12916.0,9 days 00:00:00.000000000,93,2720.0300000000007,4,3,4,693.37
12917.0,208 days 00:00:00.000000000,19,1648.35,2,2,4,594.0
12921.0,6 days 00:00:00.000000000,743,14833.230000000027,4,4,4,3392.259999999997
12928.0,49 days 00:00:00.000000000,133,3022.2300000000005,3,4,4,356.1
12929.0,119 days 00:00:00.000000000,8,117.85000000000001,2,1,1,-12.75
12931.0,11 days 00:00:00.000000000,84,34438.12,4,3,4,21149.050000000003
12933.0,91 days 00:00:00.000000000,166,965.1100000000005,3,4,3,246.73999999999998
12935.0,6 days 00:00:00.000000000,134,2063.240000000001,4,4,4,669.1099999999999
12939.0,81 days 00:00:00.000000000,60,19538.820000000003,3,3,4,761.76
12942.0,5 days 00:00:00.000000000,24,396.52000000000004,4,2,2,279.07999999999987
12947.0,28 days 00:00:00.000000000,71,870.47,4,3,3,536.8199999999999
12948.0,22 days 00:00:00.000000000,53,886.26,4,3,3,526.45
12949.0,14 days 00:00:00.000000000,380,8215.719999999996,4,4,4,1198.72
12951.0,12 days 00:00:00.000000000,133,2049.0300000000007,4,4,4,113.4
12955.0,11 days 00:00:00.000000000,34,697.4199999999997,4,2,3,626.5999999999999
12957.0,12 days 00:00:00.000000000,162,2365.049999999998,4,4,4,586.52
12971.0,4 days 00:00:00.000000000,208,7206.159999999987,4,4,4,2996.389999999999
12977.0,309 days 00:00:00.000000000,49,474.63999999999993,1,3,2,39.24
12980.0,18 days 00:00:00.000000000,35,9809.759999999998,4,2,4,2595.4500000000003
12987.0,5 days 00:00:00.000000000,28,597.1299999999999,4,2,2,-13.7
12989.0,8 days 00:00:00.000000000,34,6916.139999999999,4,2,4,1141.2
12990.0,118 days 00:00:00.000000000,14,526.5,2,1,2,166.4
12991.0,197 days 00:00:00.000000000,14,261.05999999999995,2,1,1,303.55999999999995
12993.0,15 days 00:00:00.000000000,41,515.3499999999999,4,3,2,197.10000000000002
12994.0,71 days 00:00:00.000000000,28,316.4,3,2,2,256.87000000000006
13000.0,67 days 00:00:00.000000000,30,458.5300000000001,3,2,2,76.32000000000001
13001.0,25 days 00:00:00.000000000,559,14712.380000000006,4,4,4,1271.5700000000004
13003.0,22 days 00:00:00.000000000,4,59.050000000000004,4,1,1,90.0
13004.0,8 days 00:00:00.000000000,384,4709.939999999997,4,4,4,1316.2700000000002
13005.0,53 days 00:00:00.000000000,52,742.9799999999999,3,3,3,192.05
13012.0,20 days 00:00:00.000000000,83,1599.9600000000003,4,3,4,-25.199999999999946
13013.0,20 days 00:00:00.000000000,245,5183.139999999997,4,4,4,986.5500000000002
13014.0,21 days 00:00:00.000000000,158,3148.380000000002,4,4,4,669.25
13018.0,4 days 00:00:00.000000000,293,4674.719999999999,4,4,4,1114.8899999999999
13021.0,23 days 00:00:00.000000000,113,2034.5900000000008,4,4,4,382.52000000000004
13023.0,336 days 00:00:00.000000000,36,759.1300000000003,1,2,3,336.40000000000003
13027.0,41 days 00:00:00.000000000,43,9564.0,3,3,4,3072.0
13029.0,161 days 00:00:00.000000000,8,1062.3,2,1,3,390.7
13037.0,27 days 00:00:00.000000000,109,1855.3400000000006,4,4,4,303.75
13038.0,98 days 00:00:00.000000000,15,395.09999999999997,3,1,2,196.66000000000003
13047.0,27 days 00:00:00.000000000,191,3728.7,4,4,4,905.7400000000001
13048.0,46 days 00:00:00.000000000,153,2228.3399999999997,3,4,4,405.13000000000005
13050.0,4 days 00:00:00.000000000,510,6431.9000000000015,4,4,4,1600.4299999999996
13064.0,135 days 00:00:00.000000000,22,524.9,2,2,2,455.94999999999993
13069.0,6 days 00:00:00.000000000,906,6832.169999999991,4,4,4,782.3999999999999
13078.0,7 days 00:00:00.000000000,445,13229.260000000015,4,4,4,2428.4599999999996
13079.0,225 days 00:00:00.000000000,11,199.07999999999998,1,1,1,23.8
13080.0,209 days 00:00:00.000000000,4,61.9,2,1,1,58.08
13081.0,12 days 00:00:00.000000000,1174,28325.310000000067,4,4,4,4366.910000000001
13082.0,42 days 00:00:00.000000000,85,3714.1299999999987,3,3,4,1653.45
13085.0,33 days 00:00:00.000000000,21,-695.72,4,2,1,137.98
13089.0,5 days 00:00:00.000000000,1780,59764.61000000006,4,4,4,10912.260000000004
13090.0,46 days 00:00:00.000000000,165,7008.110000000001,3,4,4,1767.2700000000002
13094.0,13 days 00:00:00.000000000,20,1216.2000000000003,4,2,3,393.18000000000006
13097.0,41 days 00:00:00.000000000,407,5902.899999999992,3,4,4,1562.2500000000005
13098.0,6 days 00:00:00.000000000,190,7028.5199999999995,4,4,4,7254.870000000002
13102.0,6 days 00:00:00.000000000,346,7628.419999999999,4,4,4,1192.5400000000004
13104.0,75 days 00:00:00.000000000,11,727.68,3,1,3,162.72
13106.0,221 days 00:00:00.000000000,15,526.96,1,1,2,59.5
13107.0,137 days 00:00:00.000000000,101,2860.1600000000003,2,4,4,368.38000000000005
13109.0,357 days 00:00:00.000000000,24,340.74,1,2,2,364.90000000000003
13110.0,65 days 00:00:00.000000000,129,1459.6900000000005,3,4,3,309.74999999999994
13113.0,0 days 00:00:00.000000000,272,11652.549999999994,4,4,4,1895.45
13115.0,109 days 00:00:00.000000000,131,2224.630000000001,3,4,4,859.8000000000003
13117.0,25 days 00:00:00.000000000,115,1614.8700000000001,4,4,4,90.39999999999999
13131.0,226 days 00:00:00.000000000,69,1589.06,1,3,4,324.9
13134.0,42 days 00:00:00.000000000,52,1171.3999999999996,3,3,3,360.04
13136.0,19 days 00:00:00.000000000,123,2275.6899999999996,4,4,4,635.7199999999998
13137.0,60 days 00:00:00.000000000,877,4831.089999999996,3,4,4,581.32
13138.0,48 days 00:00:00.000000000,49,685.7199999999999,3,3,3,102.6
13139.0,23 days 00:00:00.000000000,129,4308.06,4,4,4,540.9200000000001
13140.0,174 days 00:00:00.000000000,75,790.7099999999998,2,3,3,264.21
13145.0,180 days 00:00:00.000000000,3,703.0,2,1,3,118.80000000000001
13148.0,40 days 00:00:00.000000000,415,3571.9600000000005,3,4,4,829.3499999999999
13149.0,97 days 00:00:00.000000000,18,376.74,3,2,2,755.88
13154.0,207 days 00:00:00.000000000,78,1272.1900000000003,2,3,3,-611.86
13157.0,43 days 00:00:00.000000000,120,2618.57,3,4,4,375.26
13158.0,126 days 00:00:00.000000000,40,563.5300000000001,2,2,2,611.7600000000002
13162.0,41 days 00:00:00.000000000,111,2996.3899999999985,3,4,4,386.6
13167.0,198 days 00:00:00.000000000,16,333.8200000000001,2,1,2,417.5499999999999
13178.0,11 days 00:00:00.000000000,328,7104.350000000002,4,4,4,1672.5299999999997
13183.0,16 days 00:00:00.000000000,77,3726.42,4,3,4,867.9
13184.0,35 days 00:00:00.000000000,74,723.8100000000001,3,3,3,695.7899999999998
13194.0,229 days 00:00:00.000000000,7,412.08,1,1,2,60.7
13198.0,57 days 00:00:00.000000000,237,3604.9899999999975,3,4,4,921.4300000000002
13199.0,5 days 00:00:00.000000000,101,6911.57,4,4,4,800.5200000000001
13203.0,50 days 00:00:00.000000000,94,1466.5800000000002,3,3,3,144.15
13207.0,259 days 00:00:00.000000000,1,71.4,1,1,1,197.52000000000004
13208.0,14 days 00:00:00.000000000,181,1391.4899999999998,4,4,3,134.86
13209.0,28 days 00:00:00.000000000,154,2798.5399999999986,4,4,4,1777.4899999999998
13213.0,7 days 00:00:00.000000000,121,2435.9200000000005,4,4,4,546.4499999999999
13220.0,27 days 00:00:00.000000000,16,559.69,4,1,2,166.8
13225.0,4 days 00:00:00.000000000,46,7315.24,4,3,4,557.6800000000001
13230.0,9 days 00:00:00.000000000,821,4396.460000000004,4,4,4,388.0399999999998
13232.0,4 days 00:00:00.000000000,112,674.9000000000003,4,4,3,186.54999999999998
13238.0,168 days 00:00:00.000000000,15,280.05,2,1,1,227.70000000000002
13240.0,65 days 00:00:00.000000000,140,985.0800000000004,3,4,3,111.19999999999999
13242.0,21 days 00:00:00.000000000,16,318.50000000000006,4,1,2,166.4
13246.0,14 days 00:00:00.000000000,336,2971.719999999999,4,4,4,212.47
13253.0,147 days 00:00:00.000000000,30,1422.8,2,2,3,553.9200000000001
13263.0,6 days 00:00:00.000000000,1001,4517.800000000002,4,4,4,1576.2600000000016
13265.0,53 days 00:00:00.000000000,41,1124.88,3,3,3,325.7800000000001
13266.0,11 days 00:00:00.000000000,137,2411.2200000000003,4,4,4,1022.28
13267.0,7 days 00:00:00.000000000,213,4546.4,4,4,4,578.5
13268.0,6 days 00:00:00.000000000,256,1771.49,4,4,4,307.46999999999997
13269.0,21 days 00:00:00.000000000,244,3645.6800000000035,4,4,4,933.2199999999999
13277.0,188 days 00:00:00.000000000,15,264.9,2,1,1,125.9
13280.0,124 days 00:00:00.000000000,173,1699.3300000000004,2,4,4,115.5
13282.0,19 days 00:00:00.000000000,29,523.2,4,2,2,428.40000000000003
13285.0,34 days 00:00:00.000000000,82,1173.2700000000002,3,3,3,796.8299999999998
13291.0,222 days 00:00:00.000000000,165,1834.6300000000012,1,4,4,361.10999999999996
13294.0,57 days 00:00:00.000000000,32,483.65000000000003,3,2,2,390.09000000000003
13296.0,231 days 00:00:00.000000000,41,583.76,1,3,2,87.4
13300.0,196 days 00:00:00.000000000,19,586.94,2,2,2,365.2900000000001
13301.0,30 days 00:00:00.000000000,41,327.77,4,3,2,290.32000000000005
13302.0,334 days 00:00:00.000000000,2,95.45,1,1,1,63.75
13305.0,53 days 00:00:00.000000000,96,1842.12,3,4,4,445.5
13307.0,295 days 00:00:00.000000000,1,30.599999999999998,1,1,1,15.0
13308.0,11 days 00:00:00.000000000,26,814.95,4,2,3,-17.9
13313.0,23 days 00:00:00.000000000,70,1173.5199999999995,4,3,3,308.59999999999997
13316.0,61 days 00:00:00.000000000,83,6528.369999999999,3,3,4,1912.7000000000003
13317.0,6 days 00:00:00.000000000,233,3823.921000000002,4,4,4,-82.9
13319.0,12 days 00:00:00.000000000,446,9684.819999999994,4,4,4,2338.5099999999998
13320.0,19 days 00:00:00.000000000,84,1135.86,4,3,3,472.5399999999999
13327.0,67 days 00:00:00.000000000,132,3941.810000000001,3,4,4,1306.6000000000001
13330.0,123 days 00:00:00.000000000,35,771.9199999999998,2,2,3,392.4
13334.0,113 days 00:00:00.000000000,244,3160.350000000001,2,4,4,1071.4000000000003
13338.0,341 days 00:00:00.000000000,32,345.25,1,2,2,431.82
13340.0,84 days 00:00:00.000000000,83,8056.050000000003,3,3,4,5551.510000000001
13373.0,84 days 00:00:00.000000000,138,3107.7900000000004,3,4,4,1067.8800000000003
13381.0,15 days 00:00:00.000000000,148,3481.3399999999997,4,4,4,1389.9800000000002
13384.0,198 days 00:00:00.000000000,116,2512.810000000001,2,4,4,1726.1899999999996
13394.0,22 days 00:00:00.000000000,170,2664.359999999999,4,4,4,608.1200000000001
13395.0,208 days 00:00:00.000000000,60,872.5100000000001,2,3,3,307.72
13397.0,102 days 00:00:00.000000000,28,910.1700000000001,3,2,3,621.47
13402.0,180 days 00:00:00.000000000,36,623.3000000000001,2,2,3,312.95
13408.0,11 days 00:00:00.000000000,336,19394.86000000001,4,4,4,6072.989999999996
13410.0,71 days 00:00:00.000000000,29,914.7699999999998,3,2,3,140.4
13414.0,104 days 00:00:00.000000000,21,1273.7800000000002,3,2,3,1000.5
13418.0,11 days 00:00:00.000000000,297,5670.849999999995,4,4,4,997.7799999999997
13425.0,102 days 00:00:00.000000000,76,1326.63,3,3,3,1222.64
13426.0,46 days 00:00:00.000000000,164,3646.409999999996,3,4,4,273.66
13427.0,23 days 00:00:00.000000000,26,542.43,4,2,2,250.36
13435.0,184 days 00:00:00.000000000,48,637.4400000000002,2,3,3,1088.12
13450.0,12 days 00:00:00.000000000,74,2206.6200000000003,4,3,4,742.9199999999998
13451.0,19 days 00:00:00.000000000,540,3574.2399999999975,4,4,4,796.0200000000001
13453.0,97 days 00:00:00.000000000,33,587.01,3,2,2,171.97999999999996
13456.0,15 days 00:00:00.000000000,13,207.65999999999997,4,1,1,618.5
13458.0,22 days 00:00:00.000000000,311,7893.169999999996,4,4,4,1707.0199999999998
13461.0,208 days 00:00:00.000000000,26,2359.7000000000007,2,2,4,884.2
13462.0,60 days 00:00:00.000000000,36,627.3900000000001,3,2,3,-8.25
13466.0,204 days 00:00:00.000000000,25,391.9899999999999,2,2,2,297.95000000000005
13468.0,4 days 00:00:00.000000000,406,7096.289999999994,4,4,4,654.5399999999998
13475.0,25 days 00:00:00.000000000,79,1278.4800000000007,4,3,3,153.3
13476.0,82 days 00:00:00.000000000,65,1289.1,3,3,3,385.87
13477.0,19 days 00:00:00.000000000,59,1072.7299999999993,4,3,3,383.5199999999999
13481.0,0 days 00:00:00.000000000,108,1836.4799999999996,4,4,4,382.34000000000003
13488.0,4 days 00:00:00.000000000,424,9087.070000000002,4,4,4,1016.1500000000001
13489.0,97 days 00:00:00.000000000,7,235.68,3,1,1,213.83999999999997
13491.0,55 days 00:00:00.000000000,124,1933.2800000000007,3,4,4,56.82000000000001
13492.0,22 days 00:00:00.000000000,15,315.3,4,1,2,954.5399999999998
13500.0,209 days 00:00:00.000000000,20,299.53,2,2,2,326.4
13505.0,0 days 00:00:00.000000000,98,1873.29,4,4,4,615.8299999999998
13509.0,62 days 00:00:00.000000000,33,785.0199999999999,3,2,3,15.0
13510.0,183 days 00:00:00.000000000,94,1425.0400000000004,2,3,3,578.92
13513.0,249 days 00:00:00.000000000,17,319.84999999999997,1,1,2,205.09999999999997
13515.0,55 days 00:00:00.000000000,23,390.00000000000006,3,2,2,320.56
13520.0,67 days 00:00:00.000000000,92,2605.669999999999,3,3,4,1332.0800000000002
13523.0,7 days 00:00:00.000000000,131,2938.9300000000007,4,4,4,-209.5
13524.0,27 days 00:00:00.000000000,9,159.20000000000002,4,1,1,249.66000000000003
13527.0,9 days 00:00:00.000000000,136,1593.1099999999997,4,4,4,776.8800000000001
13533.0,75 days 00:00:00.000000000,42,144.94000000000005,3,3,1,124.14999999999999
13534.0,7 days 00:00:00.000000000,286,4221.980000000006,4,4,4,1644.9899999999996
13538.0,82 days 00:00:00.000000000,76,1523.0400000000002,3,3,3,387.45000000000005
13549.0,0 days 00:00:00.000000000,37,598.07,4,2,2,249.50000000000003
13552.0,13 days 00:00:00.000000000,111,3622.830000000001,4,4,4,752.83
13562.0,53 days 00:00:00.000000000,82,2042.12,3,3,4,606.46
